Relative performance profile for NumberOfIterations
Filter: gap <= 0.102% and not failed
               SHOTcq0  SHOTcq1  SHOTcq2  SHOThq0  SHOThq1  SHOThq2  baron  scip  virt. best  virt. worst
21699.487609        15       20       27       21       24       28     28    18          35            7
22291.434752        15       20       27       21       24       28     28    18          35            7
22899.529806        15       20       27       21       24       28     28    18          35            7
23524.213276        15       20       27       21       24       28     28    18          35            7
24165.937684        15       20       27       21       24       28     28    18          35            7
24825.167893        15       20       27       21       24       28     28    18          35            7
25502.381450        15       20       27       21       24       28     28    18          35            7
26198.068928        15       20       27       21       24       28     28    18          35            7
26912.734284        15       20       27       21       24       28     28    18          35            7
27646.895221        15       20       27       21       24       28     28    18          35            7
28401.083564        15       20       27       21       24       28     28    18          35            7
29175.845649        15       20       27       21       24       28     28    18          35            7
29971.742712        15       20       27       21       24       28     28    18          35            7
30789.351301        15       20       27       21       24       28     28    18          35            7
31629.263691        15       20       27       21       24       28     28    18          35            7
32492.088316        15       20       27       21       24       28     28    18          35            7
33378.450205        15       20       27       21       24       28     28    18          35            7
34288.991438        15       20       27       21       24       28     28    18          35            7
35224.371612        15       20       27       21       24       28     29    19          35            7
36185.268316        15       20       27       21       24       28     29    19          35            7
37172.377622        15       20       27       21       24       28     29    19          35            7
38186.414594        15       20       27       21       24       28     29    19          35            7
39228.113799        15       20       27       21       24       28     29    19          35            7
40298.229844        15       20       27       21       24       28     29    19          35            7
41397.537921        15       20       27       21       24       28     29    19          35            7
42526.834368        15       20       27       21       24       28     29    19          35            7
43686.937249        15       20       27       21       24       28     29    19          35            7
44878.686940        15       20       27       21       24       28     29    19          35            7
46102.946745        15       20       27       21       24       28     29    19          35            7
47360.603519        15       20       27       21       24       28     29    19          35            7
48652.568307        15       20       27       21       24       28     29    19          35            7
49979.777008        15       20       27       21       24       28     29    20          35            7
51343.191053        15       20       27       21       24       28     29    20          35            7
52743.798098        15       20       27       21       24       28     29    21          35            7
54182.612743        15       20       27       21       24       28     29    21          35            7
55660.677264        15       20       27       21       24       28     29    21          35            7
57179.062373        15       20       27       21       24       28     29    21          35            7
58738.867985        15       20       27       21       24       28     29    21          35            7
60341.224026        15       20       27       21       24       28     29    21          35            7
61987.291240        15       20       27       21       24       28     29    21          35            7
63678.262039        15       20       27       21       24       28     29    21          35            7
65415.361362        15       20       27       21       24       28     29    21          35            7
67199.847564        15       20       27       21       24       28     29    21          35            7
69033.013325        15       20       27       21       24       28     29    21          35            7
70916.186591        15       20       27       21       24       28     29    21          35            7
72850.731533        15       20       27       21       24       28     29    21          35            7
74838.049534        15       20       27       21       24       28     29    21          35            7
76879.580208        15       20       27       21       24       28     29    21          35            7
78976.802438        15       20       27       21       24       28     29    21          35            7
81131.235452        15       20       27       21       24       28     29    22          35            7
83344.439922        15       20       27       21       24       28     29    22          35            7
85618.019093        15       20       27       21       24       28     29    22          35            7
87953.619944        15       20       27       21       24       28     29    22          35            7
90352.934384        15       20       27       21       24       28     29    22          35            7
92817.700478        15       20       27       21       24       28     29    22          35            7
95349.703700        15       20       27       21       24       28     29    22          35            7
97950.778234        15       20       27       21       24       28     29    22          35            7
100622.808297       15       20       27       21       24       28     29    22          35            7
103367.729509       15       20       27       21       24       28     29    22          35            7
106187.530288       15       20       27       21       24       28     29    22          35            7
109084.253300       15       20       27       21       24       28     29    22          35            7
112059.996929       15       20       27       21       24       28     29    22          35            7
115116.916804       15       20       27       21       24       28     29    22          35            7
118257.227356       15       20       27       21       24       28     29    23          35            7
121483.203427       15       20       27       21       24       28     29    23          35            7
124797.181913       15       20       27       21       24       28     29    23          35            7
128201.563460       15       20       27       21       24       28     29    23          35            7
131698.814201       15       20       27       21       24       28     29    23          35            7
135291.467544       15       20       27       21       24       28     29    23          35            7
138982.126007       15       20       27       21       24       28     29    23          35            7
142773.463102       15       20       27       21       24       28     29    23          35            7
146668.225273       15       20       27       21       24       28     29    23          35            7
150669.233885       15       20       27       21       24       28     29    23          35            7
154779.387269       15       20       27       21       24       28     29    23          35            7
159001.662819       15       20       27       21       24       28     29    23          35            7
163339.119150       15       20       27       21       24       28     29    23          35            7
167794.898316       15       20       27       21       24       28     29    23          35            7
172372.228082       15       20       27       21       24       28     29    23          35            7
177074.424265       15       20       27       21       24       28     29    23          35            7
181904.893136       15       20       27       21       24       28     29    23          35            7
186867.133885       15       20       27       21       24       28     29    23          35            7
191964.741159       15       20       27       21       24       28     29    23          35            7
197201.407664       15       20       27       21       24       28     29    23          35            7
202580.926840       15       20       27       21       24       28     29    23          35            7
208107.195611       15       20       27       21       24       28     29    23          35            7
213784.217204       15       20       27       21       24       28     29    23          35            7
219616.104054       15       20       27       21       24       28     29    23          35            7
225607.080778       15       20       27       21       24       28     29    23          35            7
231761.487238       15       20       27       21       24       28     29    23          35            7
238083.781687       15       20       27       21       24       28     29    23          35            7
244578.543993       15       20       27       21       24       28     29    23          35            7
251250.478961       15       20       27       21       24       28     29    23          35            7
258104.419740       15       20       27       21       24       28     29    23          35            7
265145.331323       15       20       27       21       24       28     29    23          35            7
272378.314147       15       20       27       21       24       28     29    23          35            7
279808.607782       15       20       27       21       24       28     29    23          35            7
287441.594732       15       20       27       21       24       28     29    23          35            7
295282.804333       15       20       27       21       24       28     29    23          35            7
303337.916754       15       20       27       21       24       28     29    23          35            7
311612.767118       15       20       27       21       24       28     29    23          35            7
320113.349727       15       20       27       21       24       28     29    23          35            7
328845.822400       15       20       27       21       24       28     29    23          35            7
337816.510939       15       20       27       21       24       28     29    23          35            7
347031.913710       15       20       27       21       24       28     29    23          35            7
356498.706350       15       20       27       21       24       28     29    23          35            7
366223.746602       15       20       27       21       24       28     29    23          35            7
376214.079283       15       20       27       21       24       28     29    23          35            7
386476.941388       15       20       27       21       24       28     29    23          35            7
397019.767335       15       20       27       21       24       28     29    23          35            7
407850.194344       15       20       27       21       24       28     29    23          35            7
418976.067975       15       20       27       21       24       28     29    23          35            7
430405.447810       15       20       27       21       24       28     29    23          35            7
442146.613289       15       20       27       21       24       28     29    23          35            7
454208.069712       15       20       27       21       24       28     29    23          35            7
466598.554395       15       20       27       21       24       28     29    23          35            7
479327.043003       15       20       27       21       24       28     29    23          35            7
492402.756053       15       20       27       21       24       28     29    23          35            7
505835.165588       15       20       27       21       24       28     29    23          35            7
519634.002045       15       20       27       21       24       28     29    23          35            7
533809.261298       15       20       27       21       24       28     29    23          35            7
548371.211903       15       20       27       21       24       28     29    23          35            7
563330.402536       15       20       27       21       24       28     29    23          35            7
578697.669631       15       20       27       21       24       28     29    23          35            7
594484.145235       15       20       27       21       24       28     29    23          35            7
610701.265068       15       20       27       21       24       28     29    23          35            7
627360.776810       15       20       27       21       24       28     29    23          35            7
644474.748608       15       20       27       21       24       28     29    23          35            7
662055.577822       15       20       27       21       24       28     29    23          35            7
680116.000001       15       20       27       21       24       28     29    24          35            8
