Absolute performance profile for SolverTime
Filter: time >= 10.0 by at least one solver and no fail for all solvers
            SHOTcq0  SHOTcq1  SHOTcq2  SHOThq0  SHOThq1  SHOThq2  baron  scip  virt. best  virt. worst
157.225451        6       11       18       11       13       18     19    15          23            3
157.856549        6       11       18       11       13       18     19    15          23            3
158.487647        6       11       18       11       13       18     19    15          23            3
159.118745        6       11       18       11       13       18     19    15          23            3
159.749844        6       11       18       11       13       18     19    15          23            3
160.380942        6       11       18       11       14       18     19    15          23            3
161.012040        6       11       18       11       14       18     19    15          23            3
161.643138        6       11       18       11       14       18     19    15          23            3
162.274236        6       11       18       11       14       18     19    15          23            3
162.905335        6       12       18       11       14       18     19    15          23            3
163.536433        6       12       18       11       14       18     19    15          23            3
164.167531        6       12       18       11       14       18     19    15          23            3
164.798629        6       12       18       11       14       18     19    15          23            3
165.429727        6       12       18       11       14       18     19    15          23            3
166.060826        6       12       18       11       14       18     19    15          23            3
166.691924        6       12       18       11       14       18     19    15          23            3
167.323022        6       12       18       11       14       18     19    15          23            3
167.954120        6       12       18       11       14       18     19    15          23            3
168.585218        6       12       18       11       14       18     19    15          23            3
169.216317        6       12       18       11       14       18     19    15          23            3
169.847415        6       12       18       11       14       18     19    15          23            3
170.478513        6       12       18       11       14       18     19    15          23            3
171.109611        6       12       18       11       14       18     19    15          23            3
171.740709        6       12       18       11       14       18     19    15          23            3
172.371808        6       12       18       11       14       18     19    15          23            3
173.002906        6       12       18       11       14       18     19    15          23            3
173.634004        6       12       18       11       14       18     19    15          23            3
174.265102        6       12       18       11       14       18     19    15          23            3
174.896200        6       12       18       11       14       18     19    15          23            3
175.527299        6       12       18       11       14       18     19    15          23            3
176.158397        6       12       18       11       14       18     19    15          23            3
176.789495        6       12       18       11       14       18     19    15          23            3
177.420593        6       12       18       11       14       18     19    15          23            3
178.051691        6       12       18       11       14       18     19    15          23            3
178.682790        6       12       18       11       14       18     19    15          23            3
179.313888        6       12       18       11       14       18     19    15          23            3
179.944986        6       12       18       11       14       18     19    15          23            3
180.576084        6       12       18       11       14       18     19    15          23            3
181.207182        6       12       18       11       14       18     19    15          23            3
181.838281        6       12       18       11       14       18     19    15          23            3
182.469379        6       12       18       11       14       18     19    15          23            3
183.100477        6       12       18       11       14       18     19    15          23            3
183.731575        6       12       18       11       14       18     19    15          23            3
184.362673        6       12       19       11       14       18     19    15          23            3
184.993772        6       12       19       11       14       18     19    15          23            3
185.624870        6       12       19       11       14       18     19    15          23            3
186.255968        6       12       19       11       14       18     19    15          23            3
186.887066        6       12       19       11       14       18     19    15          23            3
